2021-08-27 00:00:00, 602
2021-08-27 01:00:00, 523
2021-08-27 02:00:00, 414
2021-08-27 03:00:00, 290
2021-08-27 04:00:00, 177
2021-08-27 05:00:00, 112
2021-08-27 06:00:00, 119
2021-08-27 07:00:00, 188
2021-08-27 08:00:00, 311
2021-08-27 09:00:00, 454
2021-08-27 10:00:00, 577
2021-08-27 11:00:00, 642
2021-08-27 12:00:00, 631
2021-08-27 13:00:00, 562
2021-08-27 14:00:00, 456
2021-08-27 15:00:00, 331
2021-08-27 16:00:00, 209
2021-08-27 17:00:00, 124
2021-08-27 18:00:00, 107
2021-08-27 19:00:00, 152
2021-08-27 20:00:00, 251
2021-08-27 21:00:00, 389
2021-08-27 22:00:00, 516
2021-08-27 23:00:00, 601
