2021-08-24 00:00:00, 419
2021-08-24 01:00:00, 292
2021-08-24 02:00:00, 169
2021-08-24 03:00:00, 84
2021-08-24 04:00:00, 79
2021-08-24 05:00:00, 144
2021-08-24 06:00:00, 277
2021-08-24 07:00:00, 443
2021-08-24 08:00:00, 593
2021-08-24 09:00:00, 694
2021-08-24 10:00:00, 707
2021-08-24 11:00:00, 650
2021-08-24 12:00:00, 546
2021-08-24 13:00:00, 409
2021-08-24 14:00:00, 264
2021-08-24 15:00:00, 145
2021-08-24 16:00:00, 86
2021-08-24 17:00:00, 108
2021-08-24 18:00:00, 193
2021-08-24 19:00:00, 333
2021-08-24 20:00:00, 477
2021-08-24 21:00:00, 587
2021-08-24 22:00:00, 625
2021-08-24 23:00:00, 589
