2021-08-05 00:00:00, 217
2021-08-05 01:00:00, 243
2021-08-05 02:00:00, 306
2021-08-05 03:00:00, 396
2021-08-05 04:00:00, 489
2021-08-05 05:00:00, 564
2021-08-05 06:00:00, 602
2021-08-05 07:00:00, 597
2021-08-05 08:00:00, 554
2021-08-05 09:00:00, 483
2021-08-05 10:00:00, 397
2021-08-05 11:00:00, 314
2021-08-05 12:00:00, 252
2021-08-05 13:00:00, 227
2021-08-05 14:00:00, 241
2021-08-05 15:00:00, 290
2021-08-05 16:00:00, 362
2021-08-05 17:00:00, 434
2021-08-05 18:00:00, 481
2021-08-05 19:00:00, 490
2021-08-05 20:00:00, 459
2021-08-05 21:00:00, 400
2021-08-05 22:00:00, 328
2021-08-05 23:00:00, 257
