2021-08-07 00:00:00, 225
2021-08-07 01:00:00, 172
2021-08-07 02:00:00, 169
2021-08-07 03:00:00, 219
2021-08-07 04:00:00, 319
2021-08-07 05:00:00, 447
2021-08-07 06:00:00, 566
2021-08-07 07:00:00, 648
2021-08-07 08:00:00, 671
2021-08-07 09:00:00, 635
2021-08-07 10:00:00, 558
2021-08-07 11:00:00, 452
2021-08-07 12:00:00, 333
2021-08-07 13:00:00, 233
2021-08-07 14:00:00, 174
2021-08-07 15:00:00, 172
2021-08-07 16:00:00, 220
2021-08-07 17:00:00, 313
2021-08-07 18:00:00, 423
2021-08-07 19:00:00, 510
2021-08-07 20:00:00, 550
2021-08-07 21:00:00, 531
2021-08-07 22:00:00, 464
2021-08-07 23:00:00, 373
