2021-08-17 00:00:00, 438
2021-08-17 01:00:00, 542
2021-08-17 02:00:00, 606
2021-08-17 03:00:00, 616
2021-08-17 04:00:00, 578
2021-08-17 05:00:00, 508
2021-08-17 06:00:00, 416
2021-08-17 07:00:00, 320
2021-08-17 08:00:00, 247
2021-08-17 09:00:00, 212
2021-08-17 10:00:00, 223
2021-08-17 11:00:00, 273
2021-08-17 12:00:00, 355
2021-08-17 13:00:00, 442
2021-08-17 14:00:00, 506
2021-08-17 15:00:00, 529
2021-08-17 16:00:00, 505
2021-08-17 17:00:00, 445
2021-08-17 18:00:00, 364
2021-08-17 19:00:00, 277
2021-08-17 20:00:00, 205
2021-08-17 21:00:00, 165
2021-08-17 22:00:00, 172
2021-08-17 23:00:00, 220
