2021-08-28 00:00:00, 617
2021-08-28 01:00:00, 571
2021-08-28 02:00:00, 482
2021-08-28 03:00:00, 372
2021-08-28 04:00:00, 257
2021-08-28 05:00:00, 167
2021-08-28 06:00:00, 135
2021-08-28 07:00:00, 164
2021-08-28 08:00:00, 247
2021-08-28 09:00:00, 369
2021-08-28 10:00:00, 493
2021-08-28 11:00:00, 584
2021-08-28 12:00:00, 612
2021-08-28 13:00:00, 576
2021-08-28 14:00:00, 494
2021-08-28 15:00:00, 388
2021-08-28 16:00:00, 272
2021-08-28 17:00:00, 174
2021-08-28 18:00:00, 127
2021-08-28 19:00:00, 139
2021-08-28 20:00:00, 205
2021-08-28 21:00:00, 318
2021-08-28 22:00:00, 446
2021-08-28 23:00:00, 550
