2021-08-29 00:00:00, 604
2021-08-29 01:00:00, 595
2021-08-29 02:00:00, 536
2021-08-29 03:00:00, 448
2021-08-29 04:00:00, 343
2021-08-29 05:00:00, 244
2021-08-29 06:00:00, 182
2021-08-29 07:00:00, 172
2021-08-29 08:00:00, 216
2021-08-29 09:00:00, 300
2021-08-29 10:00:00, 409
2021-08-29 11:00:00, 506
2021-08-29 12:00:00, 563
2021-08-29 13:00:00, 563
2021-08-29 14:00:00, 514
2021-08-29 15:00:00, 431
2021-08-29 16:00:00, 333
2021-08-29 17:00:00, 238
2021-08-29 18:00:00, 169
2021-08-29 19:00:00, 152
2021-08-29 20:00:00, 185
2021-08-29 21:00:00, 262
2021-08-29 22:00:00, 372
2021-08-29 23:00:00, 481
