2021-08-22 00:00:00, 240
2021-08-22 01:00:00, 142
2021-08-22 02:00:00, 99
2021-08-22 03:00:00, 126
2021-08-22 04:00:00, 217
2021-08-22 05:00:00, 364
2021-08-22 06:00:00, 519
2021-08-22 07:00:00, 649
2021-08-22 08:00:00, 716
2021-08-22 09:00:00, 704
2021-08-22 10:00:00, 632
2021-08-22 11:00:00, 522
2021-08-22 12:00:00, 382
2021-08-22 13:00:00, 246
2021-08-22 14:00:00, 144
2021-08-22 15:00:00, 105
2021-08-22 16:00:00, 138
2021-08-22 17:00:00, 228
2021-08-22 18:00:00, 366
2021-08-22 19:00:00, 494
2021-08-22 20:00:00, 581
2021-08-22 21:00:00, 595
2021-08-22 22:00:00, 542
2021-08-22 23:00:00, 446
