2021-08-21 00:00:00, 172
2021-08-21 01:00:00, 131
2021-08-21 02:00:00, 149
2021-08-21 03:00:00, 225
2021-08-21 04:00:00, 353
2021-08-21 05:00:00, 497
2021-08-21 06:00:00, 620
2021-08-21 07:00:00, 693
2021-08-21 08:00:00, 696
2021-08-21 09:00:00, 640
2021-08-21 10:00:00, 544
2021-08-21 11:00:00, 418
2021-08-21 12:00:00, 287
2021-08-21 13:00:00, 184
2021-08-21 14:00:00, 134
2021-08-21 15:00:00, 147
2021-08-21 16:00:00, 213
2021-08-21 17:00:00, 331
2021-08-21 18:00:00, 453
2021-08-21 19:00:00, 542
2021-08-21 20:00:00, 572
2021-08-21 21:00:00, 536
2021-08-21 22:00:00, 455
2021-08-21 23:00:00, 351
