2021-08-08 00:00:00, 273
2021-08-08 01:00:00, 183
2021-08-08 02:00:00, 137
2021-08-08 03:00:00, 152
2021-08-08 04:00:00, 226
2021-08-08 05:00:00, 353
2021-08-08 06:00:00, 495
2021-08-08 07:00:00, 617
2021-08-08 08:00:00, 686
2021-08-08 09:00:00, 685
2021-08-08 10:00:00, 627
2021-08-08 11:00:00, 530
2021-08-08 12:00:00, 406
2021-08-08 13:00:00, 280
2021-08-08 14:00:00, 184
2021-08-08 15:00:00, 143
2021-08-08 16:00:00, 165
2021-08-08 17:00:00, 239
2021-08-08 18:00:00, 358
2021-08-08 19:00:00, 474
2021-08-08 20:00:00, 554
2021-08-08 21:00:00, 573
2021-08-08 22:00:00, 529
2021-08-08 23:00:00, 442
