2021-08-19 00:00:00, 209
2021-08-19 01:00:00, 286
2021-08-19 02:00:00, 393
2021-08-19 03:00:00, 503
2021-08-19 04:00:00, 591
2021-08-19 05:00:00, 636
2021-08-19 06:00:00, 631
2021-08-19 07:00:00, 584
2021-08-19 08:00:00, 506
2021-08-19 09:00:00, 408
2021-08-19 10:00:00, 311
2021-08-19 11:00:00, 238
2021-08-19 12:00:00, 204
2021-08-19 13:00:00, 214
2021-08-19 14:00:00, 265
2021-08-19 15:00:00, 347
2021-08-19 16:00:00, 431
2021-08-19 17:00:00, 491
2021-08-19 18:00:00, 509
2021-08-19 19:00:00, 480
2021-08-19 20:00:00, 417
2021-08-19 21:00:00, 337
2021-08-19 22:00:00, 255
2021-08-19 23:00:00, 188
