2021-08-23 00:00:00, 329
2021-08-23 01:00:00, 207
2021-08-23 02:00:00, 110
2021-08-23 03:00:00, 79
2021-08-23 04:00:00, 123
2021-08-23 05:00:00, 234
2021-08-23 06:00:00, 396
2021-08-23 07:00:00, 553
2021-08-23 08:00:00, 678
2021-08-23 09:00:00, 721
2021-08-23 10:00:00, 688
2021-08-23 11:00:00, 600
2021-08-23 12:00:00, 475
2021-08-23 13:00:00, 327
2021-08-23 14:00:00, 196
2021-08-23 15:00:00, 108
2021-08-23 16:00:00, 96
2021-08-23 17:00:00, 153
2021-08-23 18:00:00, 271
2021-08-23 19:00:00, 419
2021-08-23 20:00:00, 543
2021-08-23 21:00:00, 612
2021-08-23 22:00:00, 601
2021-08-23 23:00:00, 528
