2021-08-18 00:00:00, 310
2021-08-18 01:00:00, 422
2021-08-18 02:00:00, 524
2021-08-18 03:00:00, 595
2021-08-18 04:00:00, 620
2021-08-18 05:00:00, 598
2021-08-18 06:00:00, 541
2021-08-18 07:00:00, 461
2021-08-18 08:00:00, 369
2021-08-18 09:00:00, 288
2021-08-18 10:00:00, 236
2021-08-18 11:00:00, 224
2021-08-18 12:00:00, 251
2021-08-18 13:00:00, 313
2021-08-18 14:00:00, 391
2021-08-18 15:00:00, 460
2021-08-18 16:00:00, 499
2021-08-18 17:00:00, 495
2021-08-18 18:00:00, 453
2021-08-18 19:00:00, 385
2021-08-18 20:00:00, 308
2021-08-18 21:00:00, 235
2021-08-18 22:00:00, 184
2021-08-18 23:00:00, 175
